Time,Open,High,Low,Close,Volume,Count,Wap
20230317  06:58:00,307.22,307.33,307.21,307.33,47.59,24,307.254
20230317  07:00:00,307.03,308.03,306.58,307.45,1112.23,254,307.1
20230317  07:02:00,308,308,306.99,307.23,108.19,71,307.298
20230317  07:04:00,307.22,307.24,307.11,307.12,43,27,307.152
20230317  07:06:00,307.17,307.24,307.14,307.18,91.5,20,307.174
20230317  07:08:00,307.22,307.22,307.06,307.13,41.3,28,307.117
20230317  07:10:00,307.13,307.19,307.13,307.13,39.35,15,307.163
20230317  07:12:00,307.14,307.16,307.05,307.09,55.9,22,307.124
20230317  07:14:00,307.08,307.23,307.05,307.18,53.49,42,307.133
20230317  07:16:00,307.18,307.18,307.08,307.11,80.45,44,307.116
20230317  07:18:00,307.05,307.07,306.83,306.87,252.78,88,306.988
20230317  07:20:00,306.86,306.86,306.54,306.54,249.14,78,306.67
20230317  07:22:00,306.5,306.57,305.99,306.08,458.45,166,306.201
20230317  07:24:00,306.09,306.15,306,306.12,288.96,124,306.047
20230317  07:26:00,306.13,306.13,305.68,305.78,607.68,231,305.899
20230317  07:28:00,305.78,305.89,305.77,305.8,218.74,96,305.822
20230317  07:30:00,305.81,306.15,305.81,306.15,556.47,170,305.962
20230317  07:32:00,306.15,306.3,306.07,306.21,406.17,139,306.167
20230317  07:34:00,306.19,306.27,306.09,306.14,139.65,68,306.153
20230317  07:36:00,306.15,306.23,306.03,306.06,380.02,98,306.113
20230317  07:38:00,306.04,306.09,305.87,305.95,291.63,143,305.957
20230317  07:40:00,305.99,306.23,305.96,306.22,441.93,138,306.106
20230317  07:42:00,306.23,306.23,306.01,306.01,330.09,95,306.157
20230317  07:44:00,306.04,306.09,305.94,305.94,380.45,136,306.037
20230317  07:46:00,305.93,306.15,305.93,306.08,419.13,116,306.091
20230317  07:48:00,306.05,306.11,305.68,305.71,276.94,133,305.861
20230317  07:50:00,305.68,305.84,305.52,305.83,461.52,166,305.645
20230317  07:52:00,305.85,306.22,305.85,306.19,781.85,274,306.008
20230317  07:54:00,306.19,306.23,306.08,306.17,362.18,145,306.155
20230317  07:56:00,306.12,306.17,305.93,305.96,133.68,94,306.05
20230317  07:58:00,305.95,305.98,305.84,305.91,288.47,147,305.909
20230317  08:00:00,305.92,306.15,305.9,306,111.07,81,305.992
20230317  08:02:00,306,306.38,305.98,306.35,153.61,101,306.206
20230317  08:04:00,306.39,306.58,306.32,306.54,247.16,134,306.449
20230317  08:06:00,306.53,306.53,306.36,306.4,184.9,103,306.468
20230317  08:08:00,306.36,306.51,306.29,306.49,173.56,74,306.366
20230317  08:10:00,306.5,306.63,306.49,306.57,400.92,91,306.527
20230317  08:12:00,306.54,306.64,306.49,306.5,276.73,94,306.579
20230317  08:14:00,306.56,306.58,306.44,306.44,115.91,24,306.537
20230317  08:16:00,306.46,306.5,306.37,306.42,225.8,80,306.417
20230317  08:18:00,306.44,306.5,306.36,306.49,111.37,68,306.449
20230317  08:20:00,306.49,306.67,306.45,306.6,293.89,104,306.58
20230317  08:22:00,306.59,306.61,306.5,306.56,153.44,58,306.572
20230317  08:24:00,306.6,306.98,306.58,306.98,738.53,246,306.779
20230317  08:26:00,306.99,307.1,306.82,306.88,1433.27,457,306.966
20230317  08:28:00,306.83,307.01,306.74,306.78,2069.91,490,306.91
20230317  08:30:00,306.72,307.05,306.4,306.99,11417.3,6477,306.751
20230317  08:32:00,306.98,307.4,306.9,306.94,5159.51,3434,307.127
20230317  08:34:00,306.96,307.07,306.44,306.53,3852.75,2618,306.761
20230317  08:36:00,306.53,307.13,306.31,307.11,4017.62,2345,306.764
20230317  08:38:00,307.12,307.86,307.03,307.78,4661.69,2783,307.337
20230317  08:40:00,307.8,308.03,307.26,307.32,4673.59,3364,307.72
20230317  08:42:00,307.31,307.32,306.58,306.78,4159.98,2654,306.865
20230317  08:44:00,306.78,307.15,306.68,306.79,4173.62,2813,306.868
20230317  08:46:00,306.78,306.92,306.51,306.77,3583.85,2320,306.754
20230317  08:48:00,306.77,307.07,306.5,306.61,3672.3,2395,306.737
20230317  08:50:00,306.62,307.21,306.49,307.13,5058.57,3115,306.809
20230317  08:52:00,307.12,307.31,306.8,306.87,3723.15,1889,307.121
20230317  08:54:00,306.85,307.3,306.83,307.28,2853.43,1752,307.132
20230317  08:56:00,307.3,307.74,307.13,307.67,2642.61,1461,307.479
20230317  08:58:00,307.68,307.71,307.52,307.63,2717.47,1308,307.612
20230317  09:00:00,307.68,308.71,307.68,308.58,6739.14,4056,308.235
20230317  09:02:00,308.59,308.96,308.45,308.95,3205.08,2061,308.67
20230317  09:04:00,308.95,309.15,308.46,308.54,4583.62,3019,308.758
20230317  09:06:00,308.54,308.79,308.33,308.36,2526,1616,308.603
20230317  09:08:00,308.38,308.56,308.09,308.29,3183.62,1741,308.336
20230317  09:10:00,308.31,308.31,307.78,308,3955.95,2122,308.037
20230317  09:12:00,307.99,308,307.68,307.87,2523.38,1586,307.854
20230317  09:14:00,307.88,308.01,307.66,307.75,2974.69,1944,307.826
20230317  09:16:00,307.75,308.16,307.72,307.82,3904.7,2600,307.955
20230317  09:18:00,307.83,307.84,306.9,307.01,4780.42,2921,307.251
20230317  09:20:00,307.02,307.16,306.91,307.06,2583.71,1696,307.056
20230317  09:22:00,307.05,307.23,306.67,306.84,2726.81,1791,306.918
20230317  09:24:00,306.85,306.87,306.3,306.65,4881.44,3212,306.551
20230317  09:26:00,306.65,306.65,305.81,306,7566.17,4641,306.11
20230317  09:28:00,306,306.42,305.81,306.2,7253.31,4429,306.093
20230317  09:30:00,306.21,306.54,306.08,306.41,3137.79,2182,306.357
20230317  09:32:00,306.43,306.59,305.75,305.79,6241.15,4151,306.154
20230317  09:34:00,305.75,305.79,304.79,304.81,6409.15,4103,305.277
20230317  09:36:00,304.8,305.43,304.76,305.43,5780.24,3058,305.126
20230317  09:38:00,305.43,305.69,305.31,305.48,2633.83,1310,305.513
20230317  09:40:00,305.48,305.57,304.89,305.13,3387.34,1881,305.192
20230317  09:42:00,305.09,305.22,304.82,305.05,1675.81,1025,305.055
20230317  09:44:00,305.04,305.1,304.31,304.32,3585.04,2006,304.597
20230317  09:46:00,304.31,304.87,304.23,304.87,4373.5,2329,304.479
20230317  09:48:00,304.88,305.09,304.72,305.06,3138.89,1916,304.91
20230317  09:50:00,305.08,305.22,304.94,304.94,2484.78,1567,305.07
20230317  09:52:00,304.94,304.96,304.25,304.58,3166.91,1917,304.501
20230317  09:54:00,304.57,304.7,304.39,304.44,1841.09,1022,304.544
20230317  09:56:00,304.47,305.25,304.47,305.22,2249.19,1340,304.967
20230317  09:58:00,305.21,305.44,305.15,305.16,3686.64,2328,305.332
20230317  10:00:00,305.15,305.2,304.55,304.73,2665.6,1487,304.872
20230317  10:02:00,304.71,304.92,304.57,304.57,1474.39,656,304.798
20230317  10:04:00,304.59,304.94,304.52,304.58,1803.69,1091,304.733
20230317  10:06:00,304.58,305.1,304.44,305.05,1796.25,1069,304.738
20230317  10:08:00,305.06,305.28,304.89,304.93,1833.83,980,305.087
20230317  10:10:00,304.92,304.93,304.69,304.69,944.82,555,304.805
20230317  10:12:00,304.72,305.39,304.72,305.27,1895.34,1065,305.144
20230317  10:14:00,305.25,305.38,304.96,305.32,1728.48,932,305.159
20230317  10:16:00,305.33,305.72,305.28,305.52,3086.57,1793,305.527
20230317  10:18:00,305.53,305.58,305.27,305.43,3143.45,1648,305.444
20230317  10:20:00,305.45,305.6,305.22,305.22,2862.91,1455,305.418
20230317  10:22:00,305.22,305.23,304.17,304.24,4020.88,2003,304.57
20230317  10:24:00,304.25,304.42,303.72,303.83,3125.85,1525,304.026
20230317  10:26:00,303.81,304.25,303.68,304.16,2945.27,1482,303.903
20230317  10:28:00,304.16,304.34,304.06,304.27,1725.96,1033,304.205
20230317  10:30:00,304.28,304.41,304.15,304.3,1302.98,807,304.28
20230317  10:32:00,304.29,304.92,304.27,304.78,1560.69,967,304.575
20230317  10:34:00,304.79,304.92,304.7,304.74,1728.21,873,304.788
20230317  10:36:00,304.74,304.81,304.32,304.37,1663.74,1068,304.555
20230317  10:38:00,304.37,304.38,303.83,303.9,1807.4,1087,304.086
20230317  10:40:00,303.91,304.05,303.76,303.89,1520.07,894,303.922
20230317  10:42:00,303.9,303.97,303.37,303.44,2503.13,1591,303.627
20230317  10:44:00,303.44,304.16,303.4,303.99,2961.75,1689,303.745
20230317  10:46:00,303.99,304.06,303.88,304.02,1180.7,645,303.97
20230317  10:48:00,304.02,304.24,303.95,304.17,1404.34,858,304.095
20230317  10:50:00,304.19,304.45,304.08,304.3,1596.95,1057,304.281
20230317  10:52:00,304.3,304.4,304.18,304.29,1500.79,854,304.278
20230317  10:54:00,304.3,304.46,304.07,304.46,2129.16,1489,304.245
20230317  10:56:00,304.46,304.6,304.24,304.32,1859.24,1230,304.448
20230317  10:58:00,304.32,304.57,304.19,304.45,1314.83,825,304.389
20230317  11:00:00,304.47,304.73,304.35,304.67,1639.68,1042,304.493
20230317  11:02:00,304.65,304.76,304.39,304.7,1250.2,814,304.572
20230317  11:04:00,304.71,304.81,304.32,304.35,2017.69,1361,304.551
20230317  11:06:00,304.35,305.03,304.22,304.86,2473.05,1583,304.602
20230317  11:08:00,304.85,305.35,304.77,305.3,2341.47,1363,305.089
20230317  11:10:00,305.3,305.33,304.92,304.97,3834.64,1516,305.091
20230317  11:12:00,304.95,305.15,304.83,304.98,1067.46,712,305.008
20230317  11:14:00,304.98,305.14,304.85,304.88,1625.84,780,305.004
20230317  11:16:00,304.88,305.16,304.76,304.95,1472.53,1110,304.946
20230317  11:18:00,304.94,305.03,304.4,304.58,1550.31,1141,304.643
20230317  11:20:00,304.59,304.75,304.36,304.38,1513.56,1083,304.553
20230317  11:22:00,304.4,304.67,304.28,304.65,1266.43,896,304.529
20230317  11:24:00,304.63,304.73,304.53,304.65,1425.75,856,304.63
20230317  11:26:00,304.68,305.12,304.64,305.09,1605.42,970,304.865
20230317  11:28:00,305.09,305.22,304.95,305.12,1440.32,894,305.089
20230317  11:30:00,305.12,305.95,305.11,305.87,5320.25,3431,305.63
20230317  11:32:00,305.87,306.07,305.66,305.68,2730.33,1624,305.914
20230317  11:34:00,305.69,305.72,305.31,305.36,2210.55,1252,305.515
20230317  11:36:00,305.32,305.6,305.24,305.34,2132.09,1026,305.448
20230317  11:38:00,305.38,305.49,305.19,305.26,1585.86,750,305.362
20230317  11:40:00,305.28,305.43,305.15,305.22,885.15,546,305.261
